layer,chunk_id,path,rows,d_model,unit
12,17,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00017.pt,4096,2048,mean
18,17,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00017.pt,4096,2048,mean
24,17,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00017.pt,4096,2048,mean
12,18,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00018.pt,4096,2048,mean
18,18,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00018.pt,4096,2048,mean
24,18,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00018.pt,4096,2048,mean
12,19,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00019.pt,4096,2048,mean
18,19,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00019.pt,4096,2048,mean
24,19,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00019.pt,4096,2048,mean
12,20,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00020.pt,4096,2048,mean
18,20,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00020.pt,4096,2048,mean
24,20,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00020.pt,4096,2048,mean
12,21,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00021.pt,4096,2048,mean
18,21,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00021.pt,4096,2048,mean
24,21,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00021.pt,4096,2048,mean
12,22,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00022.pt,4096,2048,mean
18,22,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00022.pt,4096,2048,mean
24,22,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00022.pt,4096,2048,mean
12,23,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00023.pt,4096,2048,mean
18,23,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00023.pt,4096,2048,mean
24,23,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00023.pt,4096,2048,mean
12,24,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00024.pt,4096,2048,mean
18,24,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00024.pt,4096,2048,mean
24,24,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00024.pt,4096,2048,mean
12,25,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00025.pt,4096,2048,mean
18,25,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00025.pt,4096,2048,mean
24,25,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00025.pt,4096,2048,mean
12,26,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00026.pt,4096,2048,mean
18,26,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00026.pt,4096,2048,mean
24,26,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00026.pt,4096,2048,mean
12,27,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00027.pt,4096,2048,mean
18,27,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00027.pt,4096,2048,mean
24,27,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00027.pt,4096,2048,mean
12,28,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00028.pt,4096,2048,mean
18,28,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00028.pt,4096,2048,mean
24,28,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00028.pt,4096,2048,mean
12,29,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00029.pt,4096,2048,mean
18,29,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00029.pt,4096,2048,mean
24,29,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00029.pt,4096,2048,mean
12,30,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00030.pt,4096,2048,mean
18,30,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00030.pt,4096,2048,mean
24,30,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00030.pt,4096,2048,mean
12,31,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00031.pt,4096,2048,mean
18,31,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00031.pt,4096,2048,mean
24,31,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00031.pt,4096,2048,mean
12,32,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00032.pt,4096,2048,mean
18,32,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00032.pt,4096,2048,mean
24,32,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00032.pt,4096,2048,mean
12,33,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00033.pt,4096,2048,mean
18,33,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00033.pt,4096,2048,mean
24,33,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00033.pt,4096,2048,mean
12,34,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_12/chunk_00034.pt,2808,2048,mean
18,34,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_18/chunk_00034.pt,2808,2048,mean
24,34,/anvil/projects/x-cis230270/x-sangdembay/cert-qlora-MI/delta_cache/qwen3b_session_mean_deltas/layer_24/chunk_00034.pt,2808,2048,mean
